source,L_Lsun,R_Rsun,M_total_Msun,A_V,m_nuc,D_L_Gpc,DM,R_max_Rsun,validity,m_unlensed,mu_cusp,m_lensed,flux_ratio,delta_m_peak,P_inject_days,detector,threshold,recovery_fraction,binom_se,n_inj,seed,aperture_note
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.1,35.0,3500.0,VALID,31.48742501084005,412356.1774981991,17.949243748081784,2.632100700540297,1.400394702240122,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.1,35.0,3500.0,VALID,31.48742501084005,412356.1774981991,17.949243748081784,2.632100700540297,1.400394702240122,18.0071,blind_harmonic_sum,0.804701,0.8850,0.0226,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.1,35.0,3500.0,VALID,31.48742501084005,412356.1774981991,17.949243748081784,2.632100700540297,1.400394702240122,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.2,36.51,3500.0,VALID,32.99742501084005,412356.1774981991,19.459243748081782,0.6550923090995938,0.547055551494775,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.2,36.51,3500.0,VALID,32.99742501084005,412356.1774981991,19.459243748081782,0.6550923090995938,0.547055551494775,18.0071,blind_harmonic_sum,0.804701,0.9250,0.0186,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.2,36.51,3500.0,VALID,32.99742501084005,412356.1774981991,19.459243748081782,0.6550923090995938,0.547055551494775,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.35,37.72,3500.0,VALID,34.20742501084005,412356.1774981991,20.669243748081783,0.214932703170181,0.21138055604719092,18.0071,global_max,0.427687,1.0000,0.0000,200,42,
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.35,37.72,3500.0,VALID,34.20742501084005,412356.1774981991,20.669243748081783,0.214932703170181,0.21138055604719092,18.0071,blind_harmonic_sum,0.804701,0.7350,0.0312,200,42,
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.35,37.72,3500.0,VALID,34.20742501084005,412356.1774981991,20.669243748081783,0.214932703170181,0.21138055604719092,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.5,38.49,3500.0,VALID,34.97742501084005,412356.1774981991,21.439243748081786,0.10575538747061466,0.10914766004997627,18.0071,global_max,0.427687,0.9100,0.0202,200,42,
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.5,38.49,3500.0,VALID,34.97742501084005,412356.1774981991,21.439243748081786,0.10575538747061466,0.10914766004997627,18.0071,blind_harmonic_sum,0.804701,0.5200,0.0353,200,42,
RGB,2000.0,100.0,20000000000.0,0.5,19.0,0.5,38.49,3500.0,VALID,34.97742501084005,412356.1774981991,21.439243748081786,0.10575538747061466,0.10914766004997627,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.1,35.0,3500.0,VALID,31.48742501084005,412356.1774981991,18.449243748081784,1.6607432684173624,1.0625074301885051,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.1,35.0,3500.0,VALID,31.48742501084005,412356.1774981991,18.449243748081784,1.6607432684173624,1.0625074301885051,18.0071,blind_harmonic_sum,0.804701,0.8900,0.0221,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.1,35.0,3500.0,VALID,31.48742501084005,412356.1774981991,18.449243748081784,1.6607432684173624,1.0625074301885051,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.2,36.51,3500.0,VALID,32.99742501084005,412356.1774981991,19.959243748081782,0.4133353037388776,0.3756130183660336,18.0071,global_max,0.427687,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.2,36.51,3500.0,VALID,32.99742501084005,412356.1774981991,19.959243748081782,0.4133353037388776,0.3756130183660336,18.0071,blind_harmonic_sum,0.804701,0.8450,0.0256,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.2,36.51,3500.0,VALID,32.99742501084005,412356.1774981991,19.959243748081782,0.4133353037388776,0.3756130183660336,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,aperture-favourable: fixed m_nuc=19 understates nuclear light at this distance
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.35,37.72,3500.0,VALID,34.20742501084005,412356.1774981991,21.169243748081783,0.13561336763420703,0.13807624022543274,18.0071,global_max,0.427687,0.9600,0.0139,200,42,
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.35,37.72,3500.0,VALID,34.20742501084005,412356.1774981991,21.169243748081783,0.13561336763420703,0.13807624022543274,18.0071,blind_harmonic_sum,0.804701,0.6150,0.0344,200,42,
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.35,37.72,3500.0,VALID,34.20742501084005,412356.1774981991,21.169243748081783,0.13561336763420703,0.13807624022543274,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,
RGB,2000.0,100.0,20000000000.0,1.0,19.0,0.5,38.49,3500.0,VALID,34.97742501084005,412356.1774981991,21.939243748081786,0.06672713844293295,0.07013336012794276,18.0071,global_max,0.427687,0.5150,0.0353,200,42,
