source,L_Lsun,R_Rsun,M_total_Msun,A_V,m_nuc,D_L_Gpc,DM,R_max_Rsun,validity,m_unlensed,mu_cusp,m_lensed,flux_ratio,delta_m_peak,P_inject_days,detector,threshold,recovery_fraction,binom_se,n_inj,seed,aperture_note,source_label
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,0.85,39.65,3500.0,VALID,36.03443692659802,336324.7114603809,22.217539980905805,0.05163973532219624,0.0546674679894476,18.0071,global_max,0.427687,0.2850,0.0319,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,0.85,39.65,3500.0,VALID,36.03443692659802,336324.7114603809,22.217539980905805,0.05163973532219624,0.0546674679894476,18.0071,blind_harmonic_sum,0.804701,0.1100,0.0221,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,0.85,39.65,3500.0,VALID,36.03443692659802,336324.7114603809,22.217539980905805,0.05163973532219624,0.0546674679894476,18.0071,oracle_single_freq,0.093194,1.0000,0.0000,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,1.0,40.0,3500.0,VALID,36.38443692659803,336324.7114603809,22.567539980905813,0.03740968123615331,0.039875741416473855,18.0071,global_max,0.427687,0.0350,0.0130,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,1.0,40.0,3500.0,VALID,36.38443692659803,336324.7114603809,22.567539980905813,0.03740968123615331,0.039875741416473855,18.0071,blind_harmonic_sum,0.804701,0.0200,0.0099,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,1.0,40.0,3500.0,VALID,36.38443692659803,336324.7114603809,22.567539980905813,0.03740968123615331,0.039875741416473855,18.0071,oracle_single_freq,0.093194,0.9500,0.0154,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,2.0,41.51,3500.0,VALID,37.89443692659802,336324.7114603809,24.077539980905804,0.009310735891921244,0.010062232013075942,18.0071,global_max,0.427687,0.0250,0.0110,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,2.0,41.51,3500.0,VALID,37.89443692659802,336324.7114603809,24.077539980905804,0.009310735891921244,0.010062232013075942,18.0071,blind_harmonic_sum,0.804701,0.0050,0.0050,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,2.0,41.51,3500.0,VALID,37.89443692659802,336324.7114603809,24.077539980905804,0.009310735891921244,0.010062232013075942,18.0071,oracle_single_freq,0.093194,0.1050,0.0217,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,2.9,42.31,3500.0,VALID,38.69443692659803,336324.7114603809,24.877539980905816,0.004456398379541919,0.004827723904924598,18.0071,global_max,0.427687,0.0250,0.0110,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,2.9,42.31,3500.0,VALID,38.69443692659803,336324.7114603809,24.877539980905816,0.004456398379541919,0.004827723904924598,18.0071,blind_harmonic_sum,0.804701,0.0100,0.0070,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
RGBiso,2199.0,137.5,20000000000.0,0.0,19.0,2.9,42.31,3500.0,VALID,38.69443692659803,336324.7114603809,24.877539980905816,0.004456398379541919,0.004827723904924598,18.0071,oracle_single_freq,0.093194,0.0400,0.0139,200,42,,"tip-RGB, MIST v1.2 isochrone-anchored"
