block,key1,key2,key3,value,note
B3prime,old_metalrich,D=0.35Gpc,A=2.72035,EQUAL,"computed '0.00295839' vs stored '0.00295839'; writer '{:.6g}' (qpls/host_types.py:274); stored DM 37.72000, exact DM 37.72035"
B3prime,old_metalrich,D=0.5Gpc,A=3.49485,EQUAL,"computed '0.00169311' vs stored '0.00169311'; writer '{:.6g}' (qpls/host_types.py:274); stored DM 38.49000, exact DM 38.49485"
B3prime,old_metalrich,D=0.7Gpc,A=4.22549,EQUAL,"computed '2.27807e-05' vs stored '2.27807e-05'; writer '{:.6g}' (qpls/host_types.py:274); stored DM 39.23000, exact DM 39.22549"
B3prime,old_metalrich,D=0.85Gpc,A=4.64712,EQUAL,"computed '0' vs stored '0'; writer '{:.6g}' (qpls/host_types.py:274); stored DM 39.65000, exact DM 39.64712"
B3prime,intermediate,D=0.2Gpc,A=1.50515,EQUAL,"computed '0.0585864' vs stored '0.0585864'; writer '{:.6g}' (qpls/host_types.py:274); stored DM 36.51000, exact DM 36.50515"
B3prime,intermediate,D=0.35Gpc,A=2.72035,EQUAL,"computed '0.0585864' vs stored '0.0585864'; writer '{:.6g}' (qpls/host_types.py:274); stored DM 37.72000, exact DM 37.72035"
B3prime,intermediate,D=0.5Gpc,A=3.49485,EQUAL,"computed '0.0466426' vs stored '0.0466426'; writer '{:.6g}' (qpls/host_types.py:274); stored DM 38.49000, exact DM 38.49485"
B3prime,intermediate,D=0.7Gpc,A=4.22549,EQUAL,"computed '0.0181247' vs stored '0.0181247'; writer '{:.6g}' (qpls/host_types.py:274); stored DM 39.23000, exact DM 39.22549"
B3prime,intermediate,D=0.85Gpc,A=4.64712,EQUAL,"computed '0' vs stored '0'; writer '{:.6g}' (qpls/host_types.py:274); stored DM 39.65000, exact DM 39.64712"
B3prime,SUMMARY,,,15/15 pairs string-equal,string equality through the reference writer; zero free parameters
B3doubleprime,old_metalpoor,D=0.5Gpc,DM_round=38.49,EQUAL to stored,"rounded '0.000293143', exact '0.000293143', stored '0.000293143'; raw floats 0.000293143304811 | 0.000293143304811; IDENTICAL - test cannot discriminate"
B3doubleprime,old_metalrich,D=0.7Gpc,DM_round=39.23,EQUAL to stored,"rounded '2.27807e-05', exact '2.27807e-05', stored '2.27807e-05'; raw floats 2.27807414539e-05 | 2.27807414539e-05; IDENTICAL - test cannot discriminate"
PR,PR-A,,,PASS,B3' 15/15 pairs string-equal
PR,PR-B,,,FAIL,"both rounded-DM strings EQUAL the stored strings; 0/2 cells are separable at full float precision, so the rounded/exact DM distinction produces no difference at all in these cells"
PR,PR-C,,,PASS,feature table reproduces the halted session exactly
PR,PR-D,,,PASS,flat -> monotone non-increasing -> exact zero; 0 increasing steps on the 56-point grid for all three populations
meta,,,seed,n/a (deterministic post-processing),"no RNG; no injections, nulls or thresholds touched"
meta,,,semantics,TRIGGER fractions (statistic > threshold),floors trigger-derived; recovery-scored rerun pending
meta,,,regeneration,python -m qpls.extinction_budget --v2,
